Timestamp,Eye_R,Eye_G,Eye_B,Eye_Hex,Lips_R,Lips_G,Lips_B,Lips_Hex,Cheek_R,Cheek_G,Cheek_B,Cheek_Hex,Hair_R,Hair_G,Hair_B,Hair_Hex
2025-04-05 14:32:56,31,30,31,#1F1E1F,112,46,53,#702E35,224,161,132,#E0A184,76,55,44,#4C372C
2025-04-05 14:32:56,35,31,33,#231F21,104,44,51,#682C33,223,163,134,#DFA386,74,54,45,#4A362D
2025-04-05 14:32:56,32,30,32,#201E20,101,48,51,#653033,224,159,129,#E09F81,73,53,43,#49352B
2025-04-05 14:32:56,31,34,33,#1F2221,96,48,50,#603032,218,152,126,#DA987E,73,50,41,#493229
2025-04-05 14:32:56,33,31,36,#211F24,148,99,89,#946359,211,146,119,#D39277,72,50,41,#483229
2025-04-05 14:32:56,30,29,33,#1E1D21,161,105,94,#A1695E,213,144,117,#D59075,70,49,40,#463128
2025-04-05 14:32:56,36,31,39,#241F27,166,108,99,#A66C63,210,143,118,#D28F76,72,50,41,#483229
2025-04-05 14:32:56,35,32,36,#232024,164,102,95,#A4665F,211,142,117,#D38E75,67,49,41,#433129
2025-04-05 14:32:56,35,31,38,#231F26,161,102,83,#A16653,206,141,116,#CE8D74,67,48,42,#43302A
2025-04-05 14:32:56,31,30,33,#1F1E21,158,103,89,#9E6759,203,140,116,#CB8C74,68,50,42,#44322A
2025-04-05 14:32:56,28,26,30,#1C1A1E,159,101,95,#9F655F,205,137,113,#CD8971,70,48,40,#463028
2025-04-05 14:32:56,35,29,31,#231D1F,156,103,90,#9C675A,207,137,115,#CF8973,69,47,39,#452F27
2025-04-05 14:32:56,32,29,34,#201D22,161,102,91,#A1665B,208,138,114,#D08A72,69,50,43,#45322B
2025-04-05 14:32:56,78,51,45,#4E332D,161,102,93,#A1665D,205,137,114,#CD8972,70,52,42,#46342A
2025-04-05 14:32:56,77,53,48,#4D3530,161,102,93,#A1665D,205,137,114,#CD8972,72,53,43,#48352B
2025-04-05 14:32:56,44,30,30,#2C1E1E,159,103,92,#9F675C,202,133,111,#CA856F,73,51,43,#49332B
2025-04-05 14:32:56,38,29,31,#261D1F,162,98,90,#A2625A,200,134,112,#C88670,71,50,41,#473229
2025-04-05 14:32:57,39,31,32,#271F20,160,99,92,#A0635C,201,134,114,#C98672,68,49,39,#443127
2025-04-05 14:32:57,36,28,29,#241C1D,160,100,91,#A0645B,202,135,110,#CA876E,73,52,40,#493428
2025-04-05 14:32:57,36,31,35,#241F23,159,100,91,#9F645B,200,133,110,#C8856E,67,47,39,#432F27
2025-04-05 14:32:57,36,31,32,#241F20,154,101,83,#9A6553,202,133,111,#CA856F,72,49,43,#48312B
2025-04-05 14:32:57,34,29,30,#221D1E,155,101,87,#9B6557,200,133,110,#C8856E,65,48,40,#413028
2025-04-05 14:32:57,32,29,35,#201D23,158,101,92,#9E655C,201,134,113,#C98671,69,50,43,#45322B
2025-04-05 14:32:57,27,30,36,#1B1E24,159,101,91,#9F655B,202,132,111,#CA846F,69,48,36,#453024
2025-04-05 14:32:57,31,29,30,#1F1D1E,162,102,94,#A2665E,204,133,112,#CC8570,68,48,41,#443029
2025-04-05 14:32:57,35,34,32,#232220,158,101,90,#9E655A,203,134,111,#CB866F,69,51,41,#453329
2025-04-05 14:32:57,31,28,30,#1F1C1E,159,101,90,#9F655A,202,133,111,#CA856F,70,50,41,#463229
2025-04-05 14:32:57,34,29,31,#221D1F,155,99,86,#9B6356,205,135,112,#CD8770,71,51,44,#47332C
2025-04-05 14:32:57,35,31,32,#231F20,161,98,85,#A16255,205,134,114,#CD8672,70,49,43,#46312B
2025-04-05 14:32:57,30,30,31,#1E1E1F,162,101,88,#A26558,203,134,111,#CB866F,74,50,41,#4A3229
2025-04-05 14:32:57,32,28,30,#201C1E,156,103,89,#9C6759,203,132,112,#CB8470,65,49,40,#413128
2025-04-05 14:32:57,28,27,30,#1C1B1E,158,104,91,#9E685B,203,132,113,#CB8471,67,51,43,#43332B
2025-04-05 14:32:57,34,31,31,#221F1F,157,101,91,#9D655B,204,133,112,#CC8570,73,50,43,#49322B
2025-04-05 14:32:57,37,30,32,#251E20,158,101,91,#9E655B,205,134,113,#CD8671,73,51,44,#49332C
2025-04-05 14:32:57,35,29,30,#231D1E,155,100,87,#9B6457,202,133,112,#CA8570,72,51,44,#48332C
2025-04-05 14:32:57,34,28,30,#221C1E,160,101,91,#A0655B,204,134,111,#CC866F,70,50,40,#463228
2025-04-05 14:32:57,31,28,31,#1F1C1F,156,102,90,#9C665A,208,136,113,#D08871,68,52,43,#44342B
2025-04-05 14:32:57,30,27,30,#1E1B1E,160,103,91,#A0675B,207,135,113,#CF8771,71,53,46,#47352E
2025-04-05 14:32:57,30,27,29,#1E1B1D,157,97,90,#9D615A,202,133,108,#CA856C,68,51,45,#44332D
2025-04-05 14:32:57,33,29,30,#211D1E,157,104,91,#9D685B,205,134,109,#CD866D,74,53,43,#4A352B
2025-04-05 14:32:57,34,29,30,#221D1E,162,103,94,#A2675E,204,133,112,#CC8570,74,56,47,#4A382F
2025-04-05 14:32:57,30,28,29,#1E1C1D,160,101,88,#A06558,201,132,111,#C9846F,69,50,41,#453229
2025-04-05 14:32:58,33,30,34,#211E22,161,101,89,#A16559,206,134,113,#CE8671,67,49,40,#433128
2025-04-05 14:32:58,35,30,31,#231E1F,161,103,90,#A1675A,204,135,112,#CC8770,67,49,41,#433129
2025-04-05 14:32:58,35,31,36,#231F24,160,102,84,#A06654,202,134,112,#CA8670,63,49,42,#3F312A
2025-04-05 14:32:58,30,28,33,#1E1C21,159,101,84,#9F6554,205,135,115,#CD8773,67,49,39,#433127
2025-04-05 14:32:58,34,34,35,#222223,159,100,86,#9F6456,203,135,114,#CB8772,68,48,42,#44302A
2025-04-05 14:32:58,37,28,28,#251C1C,150,96,83,#966053,201,131,110,#C9836E,71,50,40,#473228
2025-04-05 14:32:58,54,28,28,#361C1C,151,96,82,#976052,202,133,112,#CA8570,69,51,42,#45332A
2025-04-05 14:32:58,57,35,36,#392324,152,100,88,#986458,198,132,108,#C6846C,76,53,47,#4C352F
2025-04-05 14:32:58,49,37,35,#312523,135,92,85,#875C55,191,127,103,#BF7F67,76,55,45,#4C372D
2025-04-05 14:32:58,41,37,35,#292523,100,57,57,#643939,194,126,106,#C27E6A,73,51,43,#49332B
2025-04-05 14:32:58,48,40,38,#302826,103,50,53,#673235,190,124,103,#BE7C67,67,49,39,#433127
2025-04-05 14:32:58,42,43,44,#2A2B2C,106,60,53,#6A3C35,187,124,104,#BB7C68,68,50,43,#44322B
2025-04-05 14:32:58,41,38,37,#292625,106,57,53,#6A3935,188,123,100,#BC7B64,67,48,39,#433027
